#	Isochrone	Z = 0.01900		Age = 	6.310e+07 yr
# log(age/yr)	M_ini   	M_act	logL/Lo	logTe	logG	Mbol 	Mu 	Mb 	Mv 	Mr 	Mi 	Mj 	Mh 	Mk 	Flum
	7.85	1.00000000	1.0000	-0.1519	3.7486	4.5302	5.150	6.210	5.982	5.258	4.855	4.488	4.035	3.675	3.635	-0.74074074
	7.85	1.06201470	1.0620	-0.0239	3.7635	4.4882	4.830	5.705	5.568	4.905	4.531	4.186	3.779	3.454	3.415	-0.68295175
	7.85	1.10000002	1.1000	0.0519	3.7726	4.4641	4.640	5.420	5.328	4.700	4.341	4.012	3.634	3.325	3.292	-0.65130752
	7.85	1.14263713	1.1426	0.1448	3.7834	4.4308	4.408	5.078	5.035	4.449	4.109	3.798	3.452	3.166	3.132	-0.61871405
	7.85	1.20000005	1.2000	0.2545	3.7958	4.3920	4.134	4.685	4.692	4.156	3.838	3.545	3.234	2.976	2.936	-0.57912395
	7.85	1.29999995	1.3000	0.4212	3.8155	4.3389	3.717	4.142	4.190	3.724	3.442	3.182	2.913	2.699	2.667	-0.51980772
	7.85	1.39999998	1.4000	0.5743	3.8345	4.2937	3.334	3.658	3.726	3.328	3.083	2.851	2.633	2.447	2.423	-0.47031994
	7.85	1.50000000	1.4999	0.7041	3.8556	4.2785	3.010	3.260	3.327	2.994	2.790	2.595	2.418	2.273	2.249	-0.42849231
	7.85	1.60000002	1.5999	0.8306	3.8802	4.2784	2.694	2.907	2.928	2.667	2.515	2.371	2.244	2.139	2.121	-0.39273920
	7.85	1.70000005	1.6999	0.9439	3.9038	4.2858	2.410	2.618	2.578	2.384	2.284	2.195	2.101	2.041	2.031	-0.36187632
	7.85	1.79999995	1.7999	1.0467	3.9245	4.2906	2.153	2.342	2.287	2.152	2.090	2.036	1.979	1.943	1.932	-0.33500274
	7.85	1.89999998	1.8999	1.1456	3.9434	4.2906	1.906	2.082	2.036	1.946	1.913	1.884	1.855	1.836	1.830	-0.31142170
	7.85	1.95000005	1.9499	1.1885	3.9519	4.2931	1.799	1.965	1.929	1.860	1.838	1.819	1.800	1.789	1.784	-0.30069035
